4
10
0 652 266 591 412 593 457 118 416 437 
652 0 909 76 409 799 1020 767 1034 1010 
266 909 0 845 607 754 416 148 304 391 
591 76 845 0 333 793 977 705 983 967 
412 409 607 333 0 863 867 497 827 848 
593 799 754 793 863 0 486 648 600 498 
457 1020 416 977 867 486 0 410 136 25 
118 767 148 705 497 648 410 0 338 386 
416 1034 304 983 827 600 136 338 0 113 
437 1010 391 967 848 498 25 386 113 0 
0 844 113 878 342 931 570 794 812 57 
844 0 815 50 998 655 301 528 846 875 
113 815 0 853 455 982 524 837 892 169 
878 50 853 0 1018 628 345 509 834 907 
342 998 455 1018 0 838 787 746 621 287 
931 655 982 628 838 0 745 159 302 921 
570 301 524 345 787 745 0 588 833 609 
794 528 837 509 746 159 588 0 334 790 
812 846 892 834 621 302 833 334 0 785 
57 875 169 907 287 921 609 790 785 0 
0 617 802 186 546 821 743 1077 896 318 
617 0 497 645 162 765 273 599 361 520 
802 497 0 702 375 339 762 326 316 512 
186 645 702 0 531 662 827 1005 858 190 
546 162 375 531 0 610 431 557 352 380 
821 765 339 662 610 0 1038 621 655 505 
743 273 762 827 431 1038 0 800 558 744 
1077 599 326 1005 557 621 800 0 243 816 
896 361 316 858 352 655 558 243 0 681 
318 520 512 190 380 505 744 816 681 0 
0 449 222 241 384 622 246 659 561 522 
449 0 227 524 116 895 361 457 140 725 
222 227 0 327 185 723 196 507 339 575 
241 524 327 0 511 400 168 536 587 281 
384 116 185 511 0 903 366 555 256 746 
622 895 723 400 903 0 538 721 923 188 
246 361 196 168 366 538 0 418 418 380 
659 457 507 536 555 721 418 0 369 535 
561 140 339 587 256 923 418 369 0 742 
522 725 575 281 746 188 380 535 742 0 
