4
15
0 68 615 448 201 240 291 272 421 752 171 703 292 490 161 
68 0 644 413 143 308 346 236 424 699 228 771 225 478 94 
615 644 0 528 779 567 756 534 289 835 472 636 731 364 711 
448 413 528 0 467 616 733 177 245 352 466 977 315 173 403 
201 143 779 467 0 429 412 308 538 692 370 897 183 571 71 
240 308 567 616 429 0 189 459 490 953 151 468 530 594 401 
291 346 756 733 412 189 0 560 653 1043 309 564 565 746 417 
272 236 534 177 308 459 560 0 255 493 317 863 200 265 238 
421 424 289 245 538 490 653 255 0 581 345 765 455 117 467 
752 699 835 352 692 953 1043 493 581 0 808 1329 508 476 650 
171 228 472 466 370 151 309 317 345 808 0 559 423 445 320 
703 771 636 977 897 468 564 863 765 1329 559 0 981 882 865 
292 225 731 315 183 530 565 200 455 508 423 981 0 453 149 
490 478 364 173 571 594 746 265 117 476 445 882 453 0 501 
161 94 711 403 71 401 417 238 467 650 320 865 149 501 0 
0 326 423 542 572 704 295 761 792 692 935 1069 430 779 646 
326 0 546 216 454 534 160 509 588 670 870 807 204 499 745 
423 546 0 719 370 514 631 676 624 329 576 944 462 738 224 
542 216 719 0 519 539 306 431 553 764 919 690 274 386 893 
572 454 370 519 0 149 605 313 256 249 416 574 259 386 439 
704 534 514 539 149 0 692 206 109 318 388 429 329 293 551 
295 160 631 306 605 692 0 665 748 806 1018 958 363 648 846 
761 509 676 431 313 206 665 0 146 523 573 307 332 89 747 
792 588 624 553 256 109 748 146 0 412 429 320 389 233 654 
692 670 329 764 249 318 806 523 412 0 250 715 495 608 254 
935 870 576 919 416 388 1018 573 429 250 0 653 674 662 450 
1069 807 944 690 574 429 958 307 320 715 653 0 640 310 966 
430 204 462 274 259 329 363 332 389 495 674 640 0 350 621 
779 499 738 386 386 293 648 89 233 608 662 310 350 0 825 
646 745 224 893 439 551 846 747 654 254 450 966 621 825 0 
0 847 434 112 913 949 673 342 49 338 1000 437 720 416 820 
847 0 417 804 160 746 564 1005 802 670 812 859 342 681 446 
434 417 0 387 506 780 495 651 392 293 846 574 334 339 538 
112 804 387 0 888 998 712 454 121 232 1054 529 639 306 838 
913 160 506 888 0 625 495 1019 865 785 687 845 500 808 336 
949 746 780 998 625 0 292 826 904 1044 68 599 1001 1109 300 
673 564 495 712 495 292 0 619 627 752 355 403 751 818 200 
342 1005 651 454 1019 826 619 0 340 665 859 227 980 747 812 
49 802 392 121 865 904 627 340 0 326 957 409 688 407 771 
338 670 293 232 785 1044 752 665 326 0 1107 688 436 83 826 
1000 812 846 1054 687 68 355 859 957 1107 0 634 1069 1173 366 
437 859 574 529 845 599 403 227 409 688 634 0 906 771 602 
720 342 334 639 500 1001 751 980 688 436 1069 906 0 411 711 
416 681 339 306 808 1109 818 747 407 83 1173 771 411 0 878 
820 446 538 838 336 300 200 812 771 826 366 602 711 878 0 
0 634 93 837 214 446 629 524 491 197 833 768 469 350 492 
634 0 627 755 524 557 71 168 663 464 293 135 447 304 852 
93 627 0 912 285 522 634 540 576 165 853 759 531 328 586 
837 755 912 0 627 390 685 615 367 845 610 820 402 808 539 
214 524 285 627 0 237 498 378 300 254 665 658 257 319 381 
446 557 522 390 237 0 504 388 106 472 583 671 115 476 312 
629 71 634 685 498 504 0 122 609 474 243 168 391 322 807 
524 168 540 615 378 388 122 0 495 389 313 289 280 259 686 
491 663 576 367 300 106 609 495 0 551 672 776 217 574 226 
197 464 165 845 254 472 474 389 551 0 701 594 445 163 623 
833 293 853 610 665 583 243 313 672 701 0 264 472 559 895 
768 135 759 820 658 671 168 289 776 594 264 0 558 432 975 
469 447 531 402 257 115 391 280 217 445 472 558 0 412 427 
350 304 328 808 319 476 322 259 574 163 559 432 412 0 698 
492 852 586 539 381 312 807 686 226 623 895 975 427 698 0 
