4
15
0 893 568 619 168 134 687 701 251 605 801 205 477 867 738 
893 0 406 448 884 847 657 213 993 501 95 688 666 381 177 
568 406 0 96 623 572 317 318 607 135 315 380 579 305 336 
619 448 96 0 692 641 230 397 621 53 364 446 673 250 409 
168 884 623 692 0 53 803 677 418 691 799 246 352 929 715 
134 847 572 641 53 0 749 642 385 638 759 194 352 878 680 
687 657 317 230 803 749 0 627 599 182 583 565 863 345 639 
701 213 318 397 677 642 627 0 832 447 148 498 456 457 37 
251 993 607 621 418 385 599 832 0 587 898 365 710 865 866 
605 501 135 53 691 638 182 447 587 0 418 444 698 277 461 
801 95 315 364 799 759 583 148 898 418 0 596 603 343 121 
205 688 380 446 246 194 565 498 365 444 596 0 371 685 535 
477 666 579 673 352 352 863 456 710 698 603 371 0 850 489 
867 381 305 250 929 878 345 457 865 277 343 685 850 0 447 
738 177 336 409 715 680 639 37 866 461 121 535 489 447 0 
0 711 321 73 515 380 498 604 841 460 767 915 684 678 656 
711 0 394 680 761 377 690 263 369 254 60 259 56 531 388 
321 394 0 286 492 97 435 356 598 157 452 619 374 466 391 
73 680 286 0 443 329 425 600 842 436 738 897 658 608 594 
515 761 492 443 0 428 72 834 1064 620 819 1020 773 347 442 
380 377 97 329 428 0 365 405 638 192 438 623 371 368 297 
498 690 435 425 72 365 0 770 998 557 748 949 703 286 372 
604 263 356 600 834 405 770 0 244 213 280 335 207 701 572 
841 369 598 842 1064 638 998 244 0 448 342 232 326 889 749 
460 254 157 436 620 192 557 213 448 0 308 462 224 511 397 
767 60 452 738 819 438 748 280 342 308 0 203 87 578 434 
915 259 619 897 1020 623 949 335 232 462 203 0 252 780 636 
684 56 374 658 773 371 703 207 326 224 87 252 0 564 423 
678 531 466 608 347 368 286 701 889 511 578 780 564 0 143 
656 388 391 594 442 297 372 572 749 397 434 636 423 143 0 
0 564 752 108 822 814 748 533 518 573 254 379 981 789 647 
564 0 201 662 570 315 346 298 173 741 311 417 491 629 96 
752 201 0 845 510 148 419 464 264 818 497 530 308 601 169 
108 662 845 0 864 896 856 641 601 549 351 422 1058 817 749 
822 570 510 864 0 390 902 859 423 506 641 443 401 121 624 
814 315 148 896 390 0 567 602 296 773 565 528 177 495 311 
748 346 419 856 902 567 0 222 518 1070 548 738 712 971 278 
533 298 464 641 859 602 222 0 437 921 364 593 772 902 295 
518 173 264 601 423 296 518 437 0 577 274 268 463 465 258 
573 741 818 549 506 773 1070 921 577 0 566 331 864 401 833 
254 311 497 351 641 565 548 364 274 566 0 255 736 641 399 
379 417 530 422 443 528 738 593 268 331 255 0 667 411 512 
981 491 308 1058 401 177 712 772 463 864 736 667 0 522 477 
789 629 601 817 121 495 971 902 465 401 641 411 522 0 694 
647 96 169 749 624 311 278 295 258 833 399 512 477 694 0 
0 250 125 103 388 539 474 235 597 374 881 739 419 651 443 
250 0 349 302 202 481 226 372 466 161 637 547 170 508 198 
125 349 0 51 442 514 576 150 604 442 956 774 509 662 547 
103 302 51 0 390 476 528 135 559 391 904 724 459 616 501 
388 202 442 390 0 319 259 390 268 55 519 354 165 306 257 
539 481 514 476 319 0 576 379 165 373 692 381 483 214 576 
474 226 576 528 259 576 0 584 492 208 449 475 94 511 36 
235 372 150 135 390 379 584 0 492 409 907 682 501 551 562 
597 466 604 559 268 165 492 492 0 320 532 217 410 59 503 
374 161 442 391 55 373 208 409 320 0 513 386 113 355 204 
881 637 956 904 519 692 449 907 532 513 0 338 468 499 485 
739 547 774 724 354 381 475 682 217 386 338 0 424 170 499 
419 170 509 459 165 483 94 501 410 113 468 424 0 435 93 
651 508 662 616 306 214 511 551 59 355 499 170 435 0 525 
443 198 547 501 257 576 36 562 503 204 485 499 93 525 0 
