4
10
0 561 493 631 585 41 673 116 258 503 
561 0 69 356 27 566 130 452 817 59 
493 69 0 340 96 499 185 385 748 25 
631 356 340 0 374 657 315 566 836 363 
585 27 96 374 0 588 123 474 841 82 
41 566 499 657 588 0 681 114 265 507 
673 130 185 315 123 681 0 568 923 185 
116 452 385 566 474 114 568 0 373 393 
258 817 748 836 841 265 923 373 0 759 
503 59 25 363 82 507 185 393 759 0 
0 958 663 777 286 995 709 845 373 586 
958 0 786 568 673 510 897 644 584 520 
663 786 0 252 520 474 113 249 551 294 
777 568 252 0 550 237 349 96 536 214 
286 673 520 550 0 743 604 633 97 338 
995 510 474 237 743 0 553 231 706 409 
709 897 113 349 604 553 0 322 646 406 
845 644 249 96 633 231 322 0 626 304 
373 584 551 536 97 706 646 626 0 322 
586 520 294 214 338 409 406 304 322 0 
0 307 879 690 747 630 662 507 663 268 
307 0 735 456 689 500 563 530 477 54 
879 735 0 347 241 249 228 465 263 715 
690 456 347 0 447 241 316 496 123 457 
747 689 241 447 0 220 139 263 325 654 
630 500 249 241 220 0 80 277 119 475 
662 563 228 316 139 80 0 245 192 533 
507 530 465 496 263 277 245 0 387 483 
663 477 263 123 325 119 192 387 0 464 
268 54 715 457 654 475 533 483 464 0 
0 184 181 547 715 532 282 494 223 391 
184 0 193 406 543 386 361 373 216 555 
181 193 0 401 603 393 170 336 362 555 
547 406 401 0 237 28 502 81 614 938 
715 543 603 237 0 228 727 318 717 1098 
532 386 393 28 228 0 502 92 592 924 
282 361 170 502 727 502 0 424 500 568 
494 373 336 81 318 92 424 0 588 884 
223 216 362 614 717 592 500 588 0 428 
391 555 555 938 1098 924 568 884 428 0 
