6
5
0 830 704 564 177 
830 0 125 307 789 
704 125 0 197 668 
564 307 197 0 572 
177 789 668 572 0 
0 617 122 761 439 
617 0 647 576 534 
122 647 0 690 356 
761 576 690 0 336 
439 534 356 336 0 
0 164 558 442 254 
164 0 660 289 376 
558 660 0 797 692 
442 289 797 0 665 
254 376 692 665 0 
0 361 630 734 511 
361 0 991 1095 722 
630 991 0 105 633 
734 1095 105 0 718 
511 722 633 718 0 
0 846 546 251 810 
846 0 337 950 349 
546 337 0 615 294 
251 950 615 0 817 
810 349 294 817 0 
0 338 193 198 550 
338 0 447 180 817 
193 447 0 365 658 
198 180 365 0 637 
550 817 658 637 0 
