6
15
0 212 407 362 248 186 638 668 358 212 269 543 543 550 581 
212 0 466 547 445 398 463 683 527 409 98 334 691 353 493 
407 466 0 679 345 441 586 269 272 344 418 736 310 596 352 
362 547 679 0 347 238 998 946 476 337 625 840 650 900 931 
248 445 345 347 0 128 796 605 139 36 471 779 329 742 649 
186 398 441 238 128 0 807 709 267 106 449 727 457 731 704 
638 463 586 998 796 807 0 620 808 771 375 385 895 148 290 
668 683 269 946 605 709 620 0 506 609 610 886 445 690 330 
358 527 272 476 139 267 808 506 0 166 529 854 192 779 615 
212 409 344 337 36 106 771 609 166 0 439 744 359 712 634 
269 98 418 625 471 449 375 610 529 439 0 328 676 281 398 
543 334 736 840 779 727 385 886 854 744 328 0 1004 239 596 
543 691 310 650 329 457 895 445 192 359 676 1004 0 895 655 
550 353 596 900 742 731 148 690 779 712 281 239 895 0 375 
581 493 352 931 649 704 290 330 615 634 398 596 655 375 0 
0 513 792 649 129 123 588 625 585 200 591 747 574 506 483 
513 0 459 917 640 407 279 798 719 352 223 609 62 862 299 
792 459 0 837 913 669 727 673 593 722 241 280 455 881 758 
649 917 837 0 656 631 1130 168 244 799 812 592 970 187 1060 
129 640 913 656 0 250 693 664 640 310 719 846 701 489 581 
123 407 669 631 250 0 528 576 523 167 469 639 469 517 439 
588 279 727 1130 693 528 0 1033 960 387 500 887 272 1040 120 
625 798 673 168 664 576 1033 0 84 740 669 423 847 288 978 
585 719 593 244 640 523 960 84 0 683 585 353 766 328 909 
200 352 722 799 310 167 387 740 683 0 492 751 408 680 284 
591 223 241 812 719 469 500 669 585 492 0 399 234 803 519 
747 609 280 592 846 639 887 423 353 751 399 0 631 674 881 
574 62 455 970 701 469 272 847 766 408 234 631 0 921 317 
506 862 881 187 489 517 1040 288 328 680 803 674 921 0 956 
483 299 758 1060 581 439 120 978 909 284 519 881 317 956 0 
0 305 423 583 447 455 686 618 591 540 254 291 386 569 415 
305 0 605 878 549 755 978 892 806 839 509 310 152 800 348 
423 605 0 697 150 574 509 377 897 450 201 319 743 216 832 
583 878 697 0 826 134 430 502 375 313 537 816 915 640 808 
447 549 150 826 0 697 660 527 987 598 296 239 698 354 827 
455 755 574 134 697 0 399 434 396 249 405 681 803 542 720 
686 978 509 430 660 399 0 140 789 161 479 776 1073 334 1055 
618 892 377 502 527 434 140 0 830 190 383 663 1001 193 1012 
591 806 897 375 987 396 789 830 0 645 699 881 777 919 593 
540 839 450 313 598 249 161 190 645 0 362 669 924 338 896 
254 509 201 537 296 405 479 383 699 362 0 307 623 314 668 
291 310 319 816 239 681 776 663 881 669 307 0 460 531 608 
386 152 743 915 698 803 1073 1001 777 924 623 460 0 928 233 
569 800 216 640 354 542 334 193 919 338 314 531 928 0 983 
415 348 832 808 827 720 1055 1012 593 896 668 608 233 983 0 
0 742 624 397 286 888 610 499 525 586 690 569 823 431 621 
742 0 414 683 606 166 135 580 272 236 292 212 436 355 633 
624 414 0 795 361 569 332 766 486 197 140 243 200 489 868 
397 683 795 0 587 773 594 152 411 657 791 616 961 341 244 
286 606 361 587 0 770 472 628 488 391 458 397 561 422 751 
888 166 569 773 770 0 298 647 380 401 436 379 553 475 670 
610 135 332 594 472 298 0 513 195 135 243 93 414 253 589 
499 580 766 152 628 647 513 0 318 602 736 556 910 279 125 
525 272 486 411 488 380 195 318 0 300 429 252 603 96 395 
586 236 197 657 391 401 135 602 300 0 134 48 308 324 693 
690 292 140 791 458 436 243 736 429 134 0 179 174 459 824 
569 212 243 616 397 379 93 556 252 48 179 0 354 280 645 
