6
5
0 427 642 960 695 
427 0 251 846 378 
642 251 0 709 174 
960 846 709 0 538 
695 378 174 538 0 
0 723 885 464 873 
723 0 281 488 242 
885 281 0 506 43 
464 488 506 0 512 
873 242 43 512 0 
0 213 279 215 191 
213 0 135 428 292 
279 135 0 484 260 
215 428 484 0 293 
191 292 260 293 0 
0 332 262 548 527 
332 0 524 672 417 
262 524 0 335 505 
548 672 335 0 404 
527 417 505 404 0 
0 705 1021 579 748 
705 0 376 472 46 
1021 376 0 841 355 
579 472 841 0 486 
748 46 355 486 0 
0 483 232 629 609 
483 0 700 560 722 
232 700 0 832 761 
629 560 832 0 248 
609 722 761 248 0 
