6
5
0 787 615 794 854 
787 0 261 609 136 
615 261 0 393 260 
794 609 393 0 526 
854 136 260 526 0 
0 382 348 167 602 
382 0 128 519 272 
348 128 0 453 397 
167 519 453 0 760 
602 272 397 760 0 
0 503 384 152 92 
503 0 826 570 429 
384 826 0 468 475 
152 570 468 0 155 
92 429 475 155 0 
0 245 344 545 266 
245 0 589 381 219 
344 589 0 839 547 
545 381 839 0 292 
266 219 547 292 0 
0 239 34 89 500 
239 0 269 165 739 
34 269 0 124 469 
89 165 124 0 584 
500 739 469 584 0 
0 131 397 474 340 
131 0 418 475 468 
397 418 0 98 443 
474 475 98 0 541 
340 468 443 541 0 
