6
5
0 368 407 823 775 
368 0 601 977 724 
407 601 0 416 489 
823 977 416 0 485 
775 724 489 485 0 
0 261 471 439 422 
261 0 639 687 245 
471 639 0 295 865 
439 687 295 0 859 
422 245 865 859 0 
0 440 374 745 446 
440 0 124 755 772 
374 124 0 641 657 
745 755 641 0 548 
446 772 657 548 0 
0 301 245 448 380 
301 0 221 321 678 
245 221 0 203 553 
448 321 203 0 731 
380 678 553 731 0 
0 425 527 377 517 
425 0 666 47 937 
527 666 0 637 826 
377 47 637 0 890 
517 937 826 890 0 
0 963 332 261 413 
963 0 662 702 619 
332 662 0 112 302 
261 702 112 0 224 
413 619 302 224 0 
