6
5
0 832 141 587 347 
832 0 725 522 490 
141 725 0 569 235 
587 522 569 0 427 
347 490 235 427 0 
0 797 729 538 435 
797 0 784 728 963 
729 784 0 192 462 
538 728 192 0 315 
435 963 462 315 0 
0 246 731 528 133 
246 0 883 739 379 
731 883 0 310 656 
528 739 310 0 417 
133 379 656 417 0 
0 738 336 664 179 
738 0 936 673 562 
336 936 0 569 466 
664 673 569 0 618 
179 562 466 618 0 
0 575 207 837 220 
575 0 624 532 600 
207 624 0 990 33 
837 532 990 0 979 
220 600 33 979 0 
0 535 693 318 556 
535 0 634 257 452 
693 634 0 709 1023 
318 257 709 0 321 
556 452 1023 321 0 
