6
5
0 267 301 469 597 
267 0 353 647 787 
301 353 0 762 882 
469 647 762 0 140 
597 787 882 140 0 
0 588 447 271 639 
588 0 644 552 635 
447 644 0 686 1016 
271 552 686 0 371 
639 635 1016 371 0 
0 1029 488 653 806 
1029 0 542 903 420 
488 542 0 616 425 
653 903 616 0 490 
806 420 425 490 0 
0 705 35 536 569 
705 0 689 329 773 
35 689 0 508 594 
536 329 508 0 850 
569 773 594 850 0 
0 499 331 511 64 
499 0 202 510 549 
331 202 0 540 369 
511 510 540 0 572 
64 549 369 572 0 
0 579 114 695 802 
579 0 673 751 255 
114 673 0 665 881 
695 751 665 0 764 
802 255 881 764 0 
