6
10
0 376 534 255 351 392 8 565 480 610 
376 0 615 292 291 634 372 568 725 632 
534 615 0 346 807 920 526 118 1003 105 
255 292 346 0 462 640 247 337 731 392 
351 291 807 462 0 395 354 794 477 853 
392 634 920 640 395 0 401 957 93 1001 
8 372 526 247 354 401 0 556 489 601 
565 568 118 337 794 957 556 0 1044 65 
480 725 1003 731 477 93 489 1044 0 1086 
610 632 105 392 853 1001 601 65 1086 0 
0 717 665 653 596 226 259 607 523 490 
717 0 487 179 739 769 975 673 743 281 
665 487 0 308 299 562 858 222 342 575 
653 179 308 0 567 656 899 498 578 337 
596 739 299 567 0 407 706 77 81 731 
226 769 562 656 407 0 304 439 328 609 
259 975 858 899 706 304 0 742 624 748 
607 673 222 498 77 439 742 0 137 687 
523 743 342 578 81 328 624 137 0 704 
490 281 575 337 731 609 748 687 704 0 
0 484 674 429 89 706 299 695 363 261 
484 0 1014 876 528 893 453 844 825 232 
674 1014 0 344 584 313 562 377 735 870 
429 876 344 0 356 557 486 591 392 678 
89 528 584 356 0 622 250 615 375 322 
706 893 313 557 622 0 469 72 901 817 
299 453 562 486 250 469 0 437 623 347 
695 844 377 591 615 72 437 0 917 783 
363 825 735 392 375 901 623 917 0 593 
261 232 870 678 322 817 347 783 593 0 
0 482 635 338 968 483 679 589 492 587 
482 0 173 737 713 142 733 113 220 290 
635 173 0 907 780 172 885 136 361 227 
338 737 907 0 980 782 535 825 648 907 
968 713 780 980 0 854 523 654 526 989 
483 142 172 782 854 0 854 218 358 156 
679 733 885 535 523 854 0 754 524 1010 
589 113 136 825 654 218 754 0 231 335 
492 220 361 648 526 358 524 231 0 510 
587 290 227 907 989 156 1010 335 510 0 
0 482 673 658 509 368 479 286 495 465 
482 0 594 646 154 143 554 632 773 726 
673 594 0 92 445 653 223 529 479 442 
658 646 92 0 505 688 181 479 401 368 
509 154 445 505 0 261 439 584 689 641 
368 143 653 688 261 0 563 567 736 691 
479 554 223 181 439 563 0 306 286 241 
286 632 529 479 584 567 306 0 209 185 
495 773 479 401 689 736 286 209 0 48 
465 726 442 368 641 691 241 185 48 0 
0 236 817 384 582 230 406 450 535 148 
236 0 682 287 421 13 269 345 330 279 
817 682 0 432 265 696 420 981 406 933 
384 287 432 0 214 299 63 627 249 505 
582 421 265 214 0 434 176 716 154 684 
230 13 696 299 434 0 282 334 342 268 
406 269 420 63 176 282 0 598 186 514 
450 345 981 627 716 334 598 0 581 352 
535 330 406 249 154 342 186 581 0 609 
148 279 933 505 684 268 514 352 609 0 
