6
5
0 670 791 334 604 
670 0 198 492 116 
791 198 0 539 314 
334 492 539 0 485 
604 116 314 485 0 
0 259 907 811 506 
259 0 990 945 283 
907 990 0 210 949 
811 945 210 0 966 
506 283 949 966 0 
0 837 856 574 720 
837 0 20 336 486 
856 20 0 356 490 
574 336 356 0 589 
720 486 490 589 0 
0 406 574 200 188 
406 0 575 598 547 
574 575 0 722 754 
200 598 722 0 99 
188 547 754 99 0 
0 522 403 739 527 
522 0 600 217 322 
403 600 0 764 789 
739 217 764 0 455 
527 322 789 455 0 
0 539 104 402 211 
539 0 483 668 422 
104 483 0 488 107 
402 668 488 0 572 
211 422 107 572 0 
