7
5
0 257 546 428 191 
257 0 729 638 189 
546 729 0 740 737 
428 638 740 0 465 
191 189 737 465 0 
0 833 410 1065 365 
833 0 1045 776 624 
410 1045 0 954 421 
1065 776 954 0 700 
365 624 421 700 0 
0 73 838 441 465 
73 0 765 445 417 
838 765 0 980 554 
441 445 980 0 833 
465 417 554 833 0 
0 668 602 910 340 
668 0 632 275 965 
602 632 0 894 925 
910 275 894 0 1174 
340 965 925 1174 0 
0 580 916 377 324 
580 0 427 207 577 
916 427 0 602 763 
377 207 602 0 446 
324 577 763 446 0 
0 516 436 338 184 
516 0 480 346 332 
436 480 0 156 386 
338 346 156 0 241 
184 332 386 241 0 
0 377 523 765 1079 
377 0 305 594 721 
523 305 0 289 612 
765 594 289 0 620 
1079 721 612 620 0 
