7
5
0 562 625 522 406 
562 0 430 348 833 
625 430 0 736 656 
522 348 736 0 907 
406 833 656 907 0 
0 419 566 669 133 
419 0 708 324 547 
566 708 0 697 538 
669 324 697 0 776 
133 547 538 776 0 
0 466 791 224 635 
466 0 392 279 273 
791 392 0 654 157 
224 279 654 0 512 
635 273 157 512 0 
0 384 600 743 377 
384 0 492 591 353 
600 492 0 146 811 
743 591 146 0 929 
377 353 811 929 0 
0 253 246 686 318 
253 0 198 548 503 
246 198 0 746 562 
686 548 746 0 680 
318 503 562 680 0 
0 903 814 266 236 
903 0 854 889 839 
814 854 0 569 580 
266 889 569 0 58 
236 839 580 58 0 
0 582 286 425 305 
582 0 812 854 447 
286 812 0 186 405 
425 854 186 0 410 
305 447 405 410 0 
