7
5
0 494 630 849 389 
494 0 137 463 120 
630 137 0 421 245 
849 463 421 0 572 
389 120 245 572 0 
0 302 755 231 547 
302 0 634 75 250 
755 634 0 630 700 
231 75 630 0 326 
547 250 700 326 0 
0 386 123 203 399 
386 0 369 527 744 
123 369 0 157 504 
203 527 157 0 458 
399 744 504 458 0 
0 435 722 333 687 
435 0 735 308 835 
722 735 0 461 239 
333 308 461 0 529 
687 835 239 529 0 
0 393 691 165 227 
393 0 298 491 600 
691 298 0 773 889 
165 491 773 0 124 
227 600 889 124 0 
0 501 141 650 578 
501 0 638 278 219 
141 638 0 791 720 
650 278 791 0 74 
578 219 720 74 0 
0 388 684 455 312 
388 0 643 618 661 
684 643 0 343 970 
455 618 343 0 684 
312 661 970 684 0 
