7
5
0 440 595 876 686 
440 0 692 720 399 
595 692 0 443 539 
876 720 443 0 347 
686 399 539 347 0 
0 877 690 459 795 
877 0 234 419 154 
690 234 0 268 270 
459 419 268 0 340 
795 154 270 340 0 
0 303 824 1071 414 
303 0 579 855 260 
824 579 0 288 420 
1071 855 288 0 656 
414 260 420 656 0 
0 544 423 111 458 
544 0 916 650 122 
423 916 0 320 806 
111 650 320 0 557 
458 122 806 557 0 
0 832 628 450 897 
832 0 326 684 471 
628 326 0 365 305 
450 684 365 0 518 
897 471 305 518 0 
0 949 866 647 343 
949 0 731 528 828 
866 731 0 294 1018 
647 528 294 0 740 
343 828 1018 740 0 
0 803 303 270 492 
803 0 634 553 1023 
303 634 0 144 767 
270 553 144 0 669 
492 1023 767 669 0 
