7
5
0 261 579 3 66 
261 0 696 259 275 
579 696 0 582 514 
3 259 582 0 68 
66 275 514 68 0 
0 816 843 208 81 
816 0 396 682 734 
843 396 0 803 771 
208 682 803 0 162 
81 734 771 162 0 
0 545 220 709 205 
545 0 745 959 356 
220 745 0 595 424 
709 959 595 0 822 
205 356 424 822 0 
0 317 409 663 409 
317 0 103 818 719 
409 103 0 839 801 
663 818 839 0 549 
409 719 801 549 0 
0 313 666 594 251 
313 0 482 650 495 
666 482 0 1133 911 
594 650 1133 0 419 
251 495 911 419 0 
0 665 398 794 727 
665 0 267 1050 1205 
398 267 0 902 990 
794 1050 902 0 375 
727 1205 990 375 0 
0 738 876 535 462 
738 0 288 365 275 
876 288 0 635 465 
535 365 635 0 241 
462 275 465 241 0 
