7
5
0 482 597 187 407 
482 0 249 426 580 
597 249 0 463 804 
187 426 463 0 567 
407 580 804 567 0 
0 800 589 715 510 
800 0 734 359 633 
589 734 0 409 118 
715 359 409 0 337 
510 633 118 337 0 
0 101 748 684 609 
101 0 827 784 711 
748 827 0 414 479 
684 784 414 0 104 
609 711 479 104 0 
0 263 884 485 528 
263 0 648 519 496 
884 648 0 763 639 
485 519 763 0 129 
528 496 639 129 0 
0 608 730 179 214 
608 0 337 772 619 
730 337 0 846 634 
179 772 846 0 226 
214 619 634 226 0 
0 773 919 271 656 
773 0 669 557 1070 
919 669 0 894 719 
271 557 894 0 848 
656 1070 719 848 0 
0 350 258 940 580 
350 0 508 760 247 
258 508 0 854 756 
940 760 854 0 832 
580 247 756 832 0 
