7
10
0 896 452 542 151 786 594 367 671 451 
896 0 588 412 839 142 835 575 266 462 
452 588 0 449 327 538 297 121 482 358 
542 412 449 0 539 276 746 354 148 104 
151 839 327 539 0 748 443 271 646 437 
786 142 538 276 748 0 814 499 128 339 
594 835 297 746 443 814 0 401 773 653 
367 575 121 354 271 499 401 0 417 255 
671 266 482 148 646 128 773 417 0 219 
451 462 358 104 437 339 653 255 219 0 
0 779 742 641 330 897 150 140 757 851 
779 0 96 439 860 933 918 745 1255 1206 
742 96 0 343 791 836 887 692 1171 1115 
641 439 343 0 546 500 791 535 858 779 
330 860 791 546 0 615 413 206 451 521 
897 933 836 500 615 0 1015 757 611 426 
150 918 887 791 413 1015 0 269 788 915 
140 745 692 535 206 757 269 0 653 726 
757 1255 1171 858 451 611 788 653 0 219 
851 1206 1115 779 521 426 915 726 219 0 
0 874 326 311 642 793 238 626 96 460 
874 0 557 586 784 590 710 249 795 928 
326 557 0 162 620 648 261 317 267 579 
311 586 162 0 460 521 129 337 219 426 
642 784 620 460 0 278 424 612 557 274 
793 590 648 521 278 0 554 498 697 535 
238 710 261 129 424 554 0 463 143 320 
626 249 317 337 612 498 463 0 545 706 
96 795 267 219 557 697 143 545 0 403 
460 928 579 426 274 535 320 706 403 0 
0 789 354 289 661 376 228 245 598 358 
789 0 440 499 443 730 950 664 199 811 
354 440 0 76 377 361 545 312 265 497 
289 499 76 0 450 373 470 238 311 424 
661 443 377 450 0 402 883 688 425 874 
376 730 361 373 402 0 599 539 600 706 
228 950 545 470 883 599 0 298 752 269 
245 664 312 238 688 539 298 0 465 186 
598 199 265 311 425 600 752 465 0 617 
358 811 497 424 874 706 269 186 617 0 
0 844 811 767 834 792 784 683 798 809 
844 0 481 895 797 96 695 230 191 91 
811 481 0 457 328 389 232 304 289 549 
767 895 457 0 161 798 228 672 714 939 
834 797 328 161 0 702 102 589 608 854 
792 96 389 798 702 0 599 139 102 161 
784 695 232 228 102 599 0 486 506 751 
683 230 304 672 589 139 486 0 115 267 
798 191 289 714 608 102 506 115 0 263 
809 91 549 939 854 161 751 267 263 0 
0 828 555 906 1069 711 623 557 267 905 
828 0 478 426 242 432 567 347 652 148 
555 478 0 357 692 158 735 488 551 617 
906 426 357 0 524 200 920 659 850 565 
1069 242 692 524 0 608 734 560 881 203 
711 432 158 200 608 0 813 552 683 580 
623 567 735 920 734 813 0 262 356 530 
557 347 488 659 560 552 262 0 328 369 
267 652 551 850 881 683 356 328 0 696 
905 148 617 565 203 580 530 369 696 0 
0 642 739 469 342 345 232 719 195 1161 
642 0 430 522 538 425 596 629 657 948 
739 430 0 326 439 394 558 245 632 523 
469 522 326 0 129 165 252 249 322 691 
342 538 439 129 0 115 123 377 195 818 
345 425 394 165 115 0 187 401 259 836 
232 596 558 252 123 187 0 496 74 937 
719 629 245 249 377 401 496 0 560 441 
195 657 632 322 195 259 74 560 0 998 
1161 948 523 691 818 836 937 441 998 0 
