7
10
0 386 307 410 261 245 954 595 521 442 
386 0 161 405 548 335 647 575 644 557 
307 161 0 489 531 369 808 677 700 611 
410 405 489 0 328 164 641 194 250 174 
261 548 531 328 0 234 965 454 305 251 
245 335 369 164 234 0 751 354 331 242 
954 647 808 641 965 751 0 613 824 786 
595 575 677 194 454 354 613 0 217 210 
521 644 700 250 305 331 824 217 0 89 
442 557 611 174 251 242 786 210 89 0 
0 868 641 604 930 462 766 349 309 360 
868 0 410 501 92 437 285 535 728 647 
641 410 0 629 413 209 553 310 391 309 
604 501 629 0 593 462 243 452 667 625 
930 92 413 593 0 482 376 588 763 681 
462 437 209 462 482 0 459 114 293 217 
766 285 553 243 376 459 0 507 733 669 
349 535 310 452 588 114 507 0 226 174 
309 728 391 667 763 293 733 226 0 83 
360 647 309 625 681 217 669 174 83 0 
0 487 826 704 596 158 984 66 1091 775 
487 0 611 628 448 415 627 457 615 352 
826 611 0 214 229 669 287 848 672 877 
704 628 214 0 180 546 496 740 850 947 
596 448 229 180 0 439 440 620 724 768 
158 415 669 546 439 0 840 195 985 745 
984 627 287 496 440 840 0 989 421 781 
66 457 848 740 620 195 989 0 1069 725 
1091 615 672 850 724 985 421 1069 0 550 
775 352 877 947 768 745 781 725 550 0 
0 652 960 108 254 1019 681 400 690 544 
652 0 563 561 613 670 781 256 930 248 
960 563 0 852 767 113 584 644 774 799 
108 561 852 0 184 912 605 305 639 484 
254 613 767 184 0 807 427 372 455 606 
1019 670 113 912 807 0 562 730 749 901 
681 781 584 605 427 562 0 640 190 896 
400 256 644 305 372 730 640 0 752 258 
690 930 774 639 455 749 190 752 0 1010 
544 248 799 484 606 901 896 258 1010 0 
0 282 458 236 471 293 619 74 536 357 
282 0 234 518 525 423 579 343 781 211 
458 234 0 681 462 655 429 531 857 423 
236 518 681 0 551 358 741 182 376 563 
471 525 462 551 0 765 208 526 501 722 
293 423 655 358 765 0 904 248 734 322 
619 579 429 741 208 904 0 684 705 790 
74 343 531 182 526 248 684 0 521 383 
536 781 857 376 501 734 705 521 0 893 
357 211 423 563 722 322 790 383 893 0 
0 129 650 371 533 732 401 593 518 280 
129 0 521 316 535 656 326 485 592 393 
650 521 0 543 790 575 483 312 1004 892 
371 316 543 0 851 904 65 672 889 642 
533 535 790 851 0 419 852 518 316 465 
732 656 575 904 419 0 874 269 732 807 
401 326 483 65 852 874 0 633 913 678 
593 485 312 672 518 269 633 0 783 756 
518 592 1004 889 316 732 913 783 0 292 
280 393 892 642 465 807 678 756 292 0 
0 530 980 42 756 765 640 447 559 297 
530 0 649 506 709 548 831 390 298 250 
980 649 0 939 449 244 774 540 428 720 
42 506 939 0 715 724 607 405 520 266 
756 709 449 715 0 242 333 358 413 613 
765 548 244 724 242 0 542 318 261 539 
640 831 774 607 333 542 0 443 588 641 
447 390 540 405 358 318 443 0 168 255 
559 298 428 520 413 261 588 168 0 292 
297 250 720 266 613 539 641 255 292 0 
