3
10
0 771 626 607 507 425 850 301 780 441 
771 0 1146 689 1089 1012 537 938 1226 1008 
626 1146 0 533 131 201 881 326 167 185 
607 689 533 0 537 493 350 505 563 475 
507 1089 131 537 0 85 887 205 298 81 
425 1012 201 493 85 0 838 125 363 25 
850 537 881 350 887 838 0 832 891 822 
301 938 326 505 205 125 832 0 486 143 
780 1226 167 563 298 363 891 486 0 343 
441 1008 185 475 81 25 822 143 343 0 
0 770 916 1022 634 491 214 904 733 680 
770 0 232 722 639 324 556 373 207 316 
916 232 0 550 600 425 705 185 437 285 
1022 722 550 0 405 641 875 365 918 454 
634 639 600 405 0 388 524 465 776 331 
491 324 425 641 388 0 285 425 401 208 
214 556 705 875 524 285 0 709 533 487 
904 373 185 365 465 425 709 0 579 224 
733 207 437 918 776 401 533 579 0 483 
680 316 285 454 331 208 487 224 483 0 
0 479 845 719 245 367 771 622 638 356 
479 0 662 583 393 811 949 323 600 814 
845 662 0 130 600 952 617 342 255 984 
719 583 130 0 474 824 537 285 136 855 
245 393 600 474 0 447 607 410 396 462 
367 811 952 824 447 0 609 849 700 45 
771 949 617 537 607 609 0 760 418 654 
622 323 342 285 410 849 760 0 351 868 
638 600 255 136 396 700 418 351 0 733 
356 814 984 855 462 45 654 868 733 0 
