3
10
0 489 875 346 343 468 871 857 736 725 
489 0 799 461 324 202 794 391 389 445 
875 799 0 528 576 984 5 766 509 410 
346 461 528 0 138 576 524 700 495 447 
343 324 576 138 0 451 571 581 406 384 
468 202 984 576 451 0 979 554 591 646 
871 794 5 524 571 979 0 761 504 405 
857 391 766 700 581 554 761 0 264 362 
736 389 509 495 406 591 504 264 0 99 
725 445 410 447 384 646 405 362 99 0 
0 302 795 699 1042 643 520 234 540 349 
302 0 510 622 764 405 495 463 286 392 
795 510 0 603 255 562 632 877 501 677 
699 622 603 0 711 964 188 600 850 362 
1042 764 255 711 0 784 797 1101 741 881 
643 405 562 964 784 0 875 850 120 795 
520 495 632 188 797 875 0 412 756 175 
234 463 877 600 1101 850 412 0 738 247 
540 286 501 850 741 120 756 738 0 674 
349 392 677 362 881 795 175 247 674 0 
0 480 969 587 625 825 435 524 236 887 
480 0 749 423 148 389 621 527 635 647 
969 749 0 385 703 523 669 477 924 103 
587 423 385 0 442 421 377 182 577 300 
625 148 703 442 0 263 714 584 767 600 
825 389 523 421 263 0 782 601 915 430 
435 621 669 377 714 782 0 204 280 621 
524 527 477 182 584 601 204 0 447 420 
236 635 924 577 767 915 280 447 0 861 
887 647 103 300 600 430 621 420 861 0 
